Index;Text;Cause;Effect;Offset_Sentence2;Offset_Sentence3;Cause_Start;Cause_End;Effect_Start;Effect_End;Sentence
0246.00001.1;Beasley Broadcast Group Inc (NASDAQ:BBGI) Declares $0.05 Quarterly Dividend Tweet  Beasley Broadcast Group Inc (NASDAQ:BBGI) announced a quarterly dividend on Thursday, August 22nd, Zacks reports. Shareholders of record on Monday, September 30th will be paid a dividend of 0.05 per share on Monday, October 7th. This represents a $0.20 annualized dividend and a dividend yield of 6.39%.;Beasley Broadcast Group Inc (NASDAQ:BBGI) Declares $0.05 Quarterly Dividend Tweet  Beasley Broadcast Group Inc (NASDAQ:BBGI) announced a quarterly dividend on Thursday, August 22nd, Zacks reports.;Shareholders of record on Monday, September 30th will be paid a dividend of 0.05 per share on Monday, October 7th.;196.0;311.0;0;196;197;311;<e1>Beasley Broadcast Group Inc (NASDAQ:BBGI) Declares $0.05 Quarterly Dividend Tweet  Beasley Broadcast Group Inc (NASDAQ:BBGI) announced a quarterly dividend on Thursday, August 22nd, Zacks reports.</e1> <e2>Shareholders of record on Monday, September 30th will be paid a dividend of 0.05 per share on Monday, October 7th.</e2> This represents a $0.20 annualized dividend and a dividend yield of 6.39%.
0246.00001.2;Beasley Broadcast Group Inc (NASDAQ:BBGI) Declares $0.05 Quarterly Dividend Tweet  Beasley Broadcast Group Inc (NASDAQ:BBGI) announced a quarterly dividend on Thursday, August 22nd, Zacks reports. Shareholders of record on Monday, September 30th will be paid a dividend of 0.05 per share on Monday, October 7th. This represents a $0.20 annualized dividend and a dividend yield of 6.39%.;Beasley Broadcast Group Inc (NASDAQ:BBGI) Declares $0.05 Quarterly Dividend Tweet  Beasley Broadcast Group Inc (NASDAQ:BBGI) announced a quarterly dividend on Thursday, August 22nd, Zacks reports.;This represents a $0.20 annualized dividend and a dividend yield of 6.39%.;196.0;311.0;0;196;312;386;<e1>Beasley Broadcast Group Inc (NASDAQ:BBGI) Declares $0.05 Quarterly Dividend Tweet  Beasley Broadcast Group Inc (NASDAQ:BBGI) announced a quarterly dividend on Thursday, August 22nd, Zacks reports.</e1> Shareholders of record on Monday, September 30th will be paid a dividend of 0.05 per share on Monday, October 7th. <e2>This represents a $0.20 annualized dividend and a dividend yield of 6.39%.</e2>
0246.00004;Shares of BBGI stock traded up $0.06 during mid-day trading on Wednesday, hitting $3.13.;Shares of BBGI stock traded up $0.06 during mid-day trading on Wednesday;hitting $3.13.;;;0;72;74;88;<e1>Shares of BBGI stock traded up $0.06 during mid-day trading on Wednesday</e1>, <e2>hitting $3.13.</e2>
0248.00026;Again, the bank took a third place in deposits as it was able to garner N3.51trillion from customers in the review period.;it was able to garner N3.51trillion from customers in the review period.;Again, the bank took a third place in deposits;;;50;122;0;46;<e2>Again, the bank took a third place in deposits</e2> as <e1>it was able to garner N3.51trillion from customers in the review period.</e1>
0248.00028.1;However, it emerged fourth as regards total assets base with N5.10trillion while First Bank recorded N5.57trillion total assets to take the third position.;regards total assets base with N5.10trillion;However, it emerged fourth;;;30;74;0;26;<e2>However, it emerged fourth</e2> as <e1>regards total assets base with N5.10trillion</e1> while First Bank recorded N5.57trillion total assets to take the third position.
0248.00028.2;However, it emerged fourth as regards total assets base with N5.10trillion while First Bank recorded N5.57trillion total assets to take the third position.;First Bank recorded N5.57trillion total assets;take the third position.;;;81;127;131;155;However, it emerged fourth as regards total assets base with N5.10trillion while <e1>First Bank recorded N5.57trillion total assets</e1> to <e2>take the third position.</e2>
0248.00033;In terms of loans and advances, Fidelity was very close to hitting N1.0trillion as of half year with deposits rising above N1.0trillion and total assets of N1.94trillion.;deposits rising above N1.0trillion and total assets of N1.94trillion.;In terms of loans and advances, Fidelity was very close to hitting N1.0trillion as of half year;;;101;170;0;95;<e2>In terms of loans and advances, Fidelity was very close to hitting N1.0trillion as of half year</e2> with <e1>deposits rising above N1.0trillion and total assets of N1.94trillion.</e1>
0248.00035;The bank's deposits base (customer) was N890billion as total assets clinched N1.71trillion.;total assets clinched N1.71trillion.;The bank's deposits base (customer) was N890billion;;;55;91;0;51;<e2>The bank's deposits base (customer) was N890billion</e2> as <e1>total assets clinched N1.71trillion.</e1>
0256.00006;Likewise, when he places $ 100 in a demand deposit at Bank One he also does not relinquish his claim over the deposited $100.;Likewise, when he places $ 100 in a demand deposit at Bank One;he also does not relinquish his claim over the deposited $100.;;;0;62;63;125;<e1>Likewise, when he places $ 100 in a demand deposit at Bank One</e1> <e2>he also does not relinquish his claim over the deposited $100.</e2>
0256.00009;By lending Mike $50, the bank creates a deposit for $50 that Mike can now use.;By lending Mike $50;the bank creates a deposit for $50 that Mike can now use.;;;0;19;21;78;<e1>By lending Mike $50</e1>, <e2>the bank creates a deposit for $50 that Mike can now use.</e2>
0261.00019;At Capital Economics, for instance, chief markets economist John Higgins expects U.S. stocks to lose about 16 per cent between now and year end as earnings fall short of expectations and the U.S. Federal Reserve fails to deliver as much in the way of lower interest rates as investors are expecting.;earnings fall short of expectations and the U.S. Federal Reserve fails to deliver as much in the way of lower interest rates as investors are expecting.;At Capital Economics, for instance, chief markets economist John Higgins expects U.S. stocks to lose about 16 per cent between now and year end;;;147;299;0;143;<e2>At Capital Economics, for instance, chief markets economist John Higgins expects U.S. stocks to lose about 16 per cent between now and year end</e2> as <e1>earnings fall short of expectations and the U.S. Federal Reserve fails to deliver as much in the way of lower interest rates as investors are expecting.</e1>
0262.00096;Hubbard, who has warned consistently about the dangers of debt, was also an architect of George W. Bush's tax cuts, which added an estimated three hundred billion dollars per year to the deficit.;Hubbard, who has warned consistently about the dangers of debt, was also an architect of George W. Bush's tax cuts;added an estimated three hundred billion dollars per year to the deficit.;;;0;114;122;195;<e1>Hubbard, who has warned consistently about the dangers of debt, was also an architect of George W. Bush's tax cuts</e1>, which <e2>added an estimated three hundred billion dollars per year to the deficit.</e2>
0263.00021;Mackey said Alabama's career technical programs need an additional $6 million in funding to expand programs that are working for students, including the Jobs for Alabama Graduates program, would get half of the additional funding in Mackey's proposal.;expand programs that are working for students, including the Jobs for Alabama Graduates program, would get half of the additional funding in Mackey's proposal.;Mackey said Alabama's career technical programs need an additional $6 million in funding;;;92;251;0;88;<e2>Mackey said Alabama's career technical programs need an additional $6 million in funding</e2> to <e1>expand programs that are working for students, including the Jobs for Alabama Graduates program, would get half of the additional funding in Mackey's proposal.</e1>
0263.00023;He wants more than $48 million in additional state funding for children in special education and for English language learners.;children in special education and for English language learners.;He wants more than $48 million in additional state funding;;;63;127;0;58;<e2>He wants more than $48 million in additional state funding</e2> for <e1>children in special education and for English language learners.</e1>
0263.00024;Mackey's proposal would create a new grant program, funded with $25 million in state money, to provide to school districts with high-need special education students, such as those who have exceptional medical challenges that require special care while attending school.;provide to school districts with high-need special education students, such as those who have exceptional medical challenges that require special care while attending school.;Mackey's proposal would create a new grant program, funded with $25 million in state money;;;95;269;0;90;<e2>Mackey's proposal would create a new grant program, funded with $25 million in state money</e2>, to <e1>provide to school districts with high-need special education students, such as those who have exceptional medical challenges that require special care while attending school.</e1>
0265.00010;The company reported $0.93 earnings per share for the quarter, topping the Zacks' consensus estimate of $0.88 by $0.05.;The company reported $0.93 earnings per share for the quarter;topping the Zacks' consensus estimate of $0.88 by $0.05.;;;0;61;63;119;<e1>The company reported $0.93 earnings per share for the quarter</e1>, <e2>topping the Zacks' consensus estimate of $0.88 by $0.05.</e2>
